Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Item_Category,Outlet_Years,Price_Per_Unit_Weight,Item_MRP_Clusters
DRG51,12.1,Low Fat,0.011539622,Dairy,163.5526,OUT046,1997,Small,Tier 1,Supermarket Type1,2302.3364,DR,22,13.516743801652893,3rd
FDR33,12.857645184135976,Low Fat,0.04690397,Snack Foods,110.657,OUT019,1985,Small,Tier 1,Grocery Store,659.142,FD,34,8.606319307716692,2nd
FDS23,4.635,Low Fat,0.141686037,Breads,126.9994,OUT017,2007,Small,Tier 2,Supermarket Type1,1798.9916,FD,12,27.400086299892124,2nd
NCF43,8.51,Non Edible,0.052051256,Household,142.247,OUT045,2002,Small,Tier 2,Supermarket Type1,2004.058,NC,17,16.71527614571093,3rd
DRN37,9.6,Low Fat,0.09627919,Soft Drinks,167.3158,OUT035,2004,Small,Tier 2,Supermarket Type1,1838.2738,DR,15,17.428729166666667,3rd
FDX57,17.25,Regular,0.047533568,Snack Foods,96.9068,OUT017,2007,Small,Tier 2,Supermarket Type1,1458.102,FD,12,5.617785507246377,2nd
NCC42,15.0,Non Edible,0.04499948,Health and Hygiene,140.4838,OUT045,2002,Small,Tier 2,Supermarket Type1,1685.8056,NC,17,9.365586666666667,3rd
FDS47,16.75,Low Fat,0.12888573,Breads,87.6856,OUT046,1997,Small,Tier 1,Supermarket Type1,1494.0552,FD,22,5.23496119402985,2nd
DRK35,8.365,Low Fat,0.120256303,Hard Drinks,39.2506,OUT010,1998,Small,Tier 3,Grocery Store,75.9012,DR,21,4.692241482367005,1st
DRF37,12.857645184135976,Low Fat,0.07048184085069402,Soft Drinks,261.291,OUT019,1985,Small,Tier 1,Grocery Store,788.973,DR,34,20.321839361564134,4th
DRI23,18.85,Low Fat,0.137755834,Hard Drinks,161.8578,OUT018,2009,Medium,Tier 3,Supermarket Type2,3530.0716,DR,10,8.586620689655172,3rd
FDB28,6.615,Low Fat,0.093913607,Dairy,198.7426,OUT017,2007,Small,Tier 2,Supermarket Type1,1186.4556,FD,12,30.044232804232806,3rd
FDU50,5.75,Regular,0.075287081,Dairy,115.3176,OUT049,1999,Medium,Tier 1,Supermarket Type1,572.588,FD,20,20.055234782608697,2nd
FDD22,10.0,Low Fat,0.100055625,Snack Foods,113.3544,OUT018,2009,Medium,Tier 3,Supermarket Type2,3467.4864,FD,10,11.33544,2nd
FDG04,13.1,Low Fat,0.006061565,Frozen Foods,188.9898,OUT035,2004,Small,Tier 2,Supermarket Type1,4303.0654,FD,15,14.426702290076337,3rd
FDM08,10.1,Regular,0.053667516,Fruits and Vegetables,223.0088,OUT049,1999,Medium,Tier 1,Supermarket Type1,671.1264,FD,20,22.080079207920793,4th
FDI28,12.857645184135976,Low Fat,0.026194237,Frozen Foods,79.0302,OUT027,1985,Medium,Tier 3,Supermarket Type3,1901.5248,FD,34,6.146553188254803,2nd
FDM57,11.65,Regular,0.076002991,Snack Foods,83.4908,OUT045,2002,Small,Tier 2,Supermarket Type1,503.3448,FD,17,7.166592274678111,2nd
NCS17,12.857645184135976,Non Edible,0.080111611,Health and Hygiene,94.6436,OUT027,1985,Medium,Tier 3,Supermarket Type3,4065.3748,NC,34,7.360881300160095,2nd
FDX44,9.3,Low Fat,0.043141572,Fruits and Vegetables,90.4172,OUT018,2009,Medium,Tier 3,Supermarket Type2,1249.0408,FD,10,9.722279569892471,2nd
DRE03,19.6,Low Fat,0.024276035,Dairy,45.3718,OUT045,2002,Small,Tier 2,Supermarket Type1,614.5334,DR,17,2.3148877551020406,1st
FDT46,11.35,Low Fat,0.03093263,Snack Foods,51.5008,OUT018,2009,Medium,Tier 3,Supermarket Type2,607.2096,FD,10,4.537515418502203,1st
FDW60,5.44,Regular,0.017096552,Baking Goods,178.137,OUT045,2002,Small,Tier 2,Supermarket Type1,3175.866,FD,17,32.745772058823526,3rd
FDE44,14.65,Low Fat,0.172357491,Fruits and Vegetables,50.8692,OUT017,2007,Small,Tier 2,Supermarket Type1,788.3072,FD,12,3.472300341296928,1st
FDT24,12.35,Regular,0.185824165,Baking Goods,78.5328,OUT035,2004,Small,Tier 2,Supermarket Type1,695.0952,FD,15,6.358931174089069,2nd
FDO20,12.85,Regular,0.152988295,Fruits and Vegetables,253.7382,OUT017,2007,Small,Tier 2,Supermarket Type1,2271.0438,FD,12,19.746163424124514,4th
FDV47,17.1,Low Fat,0.07048184085069402,Breads,85.5566,OUT049,1999,Medium,Tier 1,Supermarket Type1,1860.2452,FD,20,5.003309941520468,2nd
FDZ26,11.6,Regular,0.143897558,Dairy,240.6222,OUT013,1987,High,Tier 3,Supermarket Type1,2868.2664,FD,32,20.743293103448277,4th
FDK48,7.445,Low Fat,0.037845086,Baking Goods,75.5354,OUT017,2007,Small,Tier 2,Supermarket Type1,1956.1204,FD,12,10.145789120214909,2nd
FDX32,12.857645184135976,Regular,0.1748389,Fruits and Vegetables,142.8786,OUT019,1985,Small,Tier 1,Grocery Store,433.4358,FD,34,11.112345842012076,3rd
FDE56,12.857645184135976,Regular,0.278730642,Fruits and Vegetables,63.2194,OUT019,1985,Small,Tier 1,Grocery Store,247.6776,FD,34,4.9168723428455925,1st
DRJ01,6.135,Low Fat,0.115500999,Soft Drinks,161.1236,OUT018,2009,Medium,Tier 3,Supermarket Type2,644.4944,DR,10,26.26301548492258,3rd
FDC53,8.68,Low Fat,0.01478914,Frozen Foods,97.7384,OUT010,1998,Small,Tier 3,Grocery Store,98.5384,FD,21,11.260184331797236,2nd
NCN07,18.5,Non Edible,0.033938279,Others,132.5284,OUT035,2004,Small,Tier 2,Supermarket Type1,1318.284,NC,15,7.163697297297298,2nd
FDI28,14.3,Low Fat,0.026299797,Frozen Foods,79.4302,OUT013,1987,High,Tier 3,Supermarket Type1,1743.0644,FD,32,5.55455944055944,2nd
NCO55,12.857645184135976,Non Edible,0.159394437,Others,105.6938,OUT019,1985,Small,Tier 1,Grocery Store,214.3876,NC,34,8.220307722475276,2nd
FDP46,15.35,Low Fat,0.07048184085069402,Snack Foods,88.283,OUT046,1997,Small,Tier 1,Supermarket Type1,1797.66,FD,22,5.7513355048859935,2nd
FDX26,17.7,Low Fat,0.07048184085069402,Dairy,182.5292,OUT013,1987,High,Tier 3,Supermarket Type1,2736.438,FD,32,10.31238418079096,3rd
FDD56,15.2,Regular,0.10377827,Fruits and Vegetables,175.6054,OUT046,1997,Small,Tier 1,Supermarket Type1,2451.4756,FD,22,11.552986842105264,3rd
FDP12,9.8,Regular,0.045522854,Baking Goods,35.0874,OUT017,2007,Small,Tier 2,Supermarket Type1,352.874,FD,12,3.5803469387755102,1st
FDT40,12.857645184135976,Low Fat,0.095331433,Frozen Foods,125.5678,OUT027,1985,Medium,Tier 3,Supermarket Type3,2543.356,FD,34,9.766002887910464,2nd
FDV57,15.25,Regular,0.07048184085069402,Snack Foods,179.766,OUT018,2009,Medium,Tier 3,Supermarket Type2,3056.022,FD,10,11.787934426229508,3rd
FDZ09,17.6,Low Fat,0.105472205,Snack Foods,165.6868,OUT017,2007,Small,Tier 2,Supermarket Type1,3111.9492,FD,12,9.414022727272727,3rd
FDA07,7.55,Regular,0.030938774,Fruits and Vegetables,121.0072,OUT035,2004,Small,Tier 2,Supermarket Type1,2082.6224,FD,15,16.027443708609272,2nd
FDV36,12.857645184135976,Low Fat,0.026174636,Baking Goods,127.102,OUT027,1985,Medium,Tier 3,Supermarket Type3,3415.554,FD,34,9.885324892681052,2nd
FDQ01,19.7,Regular,0.160671255,Canned,254.7014,OUT035,2004,Small,Tier 2,Supermarket Type1,3570.0196,FD,15,12.929005076142133,4th
FDW46,13.0,Regular,0.070243155,Snack Foods,65.7484,OUT013,1987,High,Tier 3,Supermarket Type1,391.4904,FD,32,5.057569230769231,1st
FDW19,12.857645184135976,Regular,0.038313981,Fruits and Vegetables,109.957,OUT027,1985,Medium,Tier 3,Supermarket Type3,4504.137,FD,34,8.551876990326905,2nd
FDY01,11.8,Regular,0.170548238,Canned,113.8834,OUT049,1999,Medium,Tier 1,Supermarket Type1,1382.2008,FD,20,9.651135593220339,2nd
FDG60,20.35,Low Fat,0.060794097,Baking Goods,233.6616,OUT049,1999,Medium,Tier 1,Supermarket Type1,2577.9776,FD,20,11.482142506142505,4th
FDL22,16.85,Low Fat,0.036446751,Snack Foods,90.3488,OUT049,1999,Medium,Tier 1,Supermarket Type1,996.0368,FD,20,5.3619465875370915,2nd
DRK01,7.63,Low Fat,0.061188147,Soft Drinks,94.0436,OUT045,2002,Small,Tier 2,Supermarket Type1,1134.5232,DR,17,12.325504587155963,2nd
FDO12,15.75,Low Fat,0.054884821,Baking Goods,195.3452,OUT013,1987,High,Tier 3,Supermarket Type1,1761.7068,FD,32,12.402869841269842,3rd
FDX12,18.2,Regular,0.026064486,Baking Goods,241.8196,OUT046,1997,Small,Tier 1,Supermarket Type1,4097.3332,FD,22,13.28679120879121,4th
FDR28,13.85,Regular,0.025936747,Frozen Foods,164.921,OUT049,1999,Medium,Tier 1,Supermarket Type1,2609.936,FD,20,11.907653429602888,3rd
FDH57,10.895,Low Fat,0.035949725,Fruits and Vegetables,132.9284,OUT017,2007,Small,Tier 2,Supermarket Type1,3295.71,FD,12,12.200862781092246,2nd
FDC04,15.6,Low Fat,0.045168898,Dairy,242.9854,OUT018,2009,Medium,Tier 3,Supermarket Type2,2175.1686,FD,10,15.57598717948718,4th
NCI06,11.3,Non Edible,0.04767798,Household,181.466,OUT013,1987,High,Tier 3,Supermarket Type1,3775.086,NC,32,16.058938053097346,3rd
NCY53,20.0,Non Edible,0.058812134,Health and Hygiene,111.6544,OUT017,2007,Small,Tier 2,Supermarket Type1,1565.9616,NC,12,5.58272,2nd
FDR22,19.35,Regular,0.018667601,Snack Foods,112.9544,OUT017,2007,Small,Tier 2,Supermarket Type1,2908.2144,FD,12,5.83743669250646,2nd
FDM33,15.6,Low Fat,0.087646694,Snack Foods,221.5798,OUT013,1987,High,Tier 3,Supermarket Type1,5509.495,FD,32,14.203833333333334,4th
FDO57,12.857645184135976,Low Fat,0.19033746,Snack Foods,159.4578,OUT019,1985,Small,Tier 1,Grocery Store,160.4578,FD,34,12.401788796967447,3rd
FDO56,10.195,Regular,0.045165796,Fruits and Vegetables,118.4808,OUT018,2009,Medium,Tier 3,Supermarket Type2,1640.5312,FD,10,11.621461500735654,2nd
FDO58,12.857645184135976,Low Fat,0.039385518,Snack Foods,164.8526,OUT027,1985,Medium,Tier 3,Supermarket Type3,2631.2416,FD,34,12.821367959616625,3rd
FDQ45,9.5,Regular,0.010914988,Snack Foods,183.8608,OUT035,2004,Small,Tier 2,Supermarket Type1,2572.6512,FD,15,19.35376842105263,3rd
FDO60,12.857645184135976,Low Fat,0.034203092,Baking Goods,43.3086,OUT027,1985,Medium,Tier 3,Supermarket Type3,624.5204,FD,34,3.368315067010484,1st
FDI34,10.65,Regular,0.085268317,Snack Foods,229.7668,OUT049,1999,Medium,Tier 1,Supermarket Type1,3916.2356,FD,20,21.574347417840375,4th
FDJ26,12.857645184135976,Regular,0.084354713,Canned,215.5218,OUT027,1985,Medium,Tier 3,Supermarket Type3,4915.6014,FD,34,16.762151771454636,4th
FDV08,7.35,Low Fat,0.028571132,Fruits and Vegetables,40.8454,OUT013,1987,High,Tier 3,Supermarket Type1,587.2356,FD,32,5.5571972789115645,1st
DRD60,15.7,Low Fat,0.037383778,Soft Drinks,179.7634,OUT018,2009,Medium,Tier 3,Supermarket Type2,1817.634,DR,10,11.449898089171974,3rd
FDX20,12.857645184135976,Low Fat,0.042354152,Fruits and Vegetables,227.272,OUT027,1985,Medium,Tier 3,Supermarket Type3,7017.532,FD,34,17.676020511159603,4th
FDG59,15.85,Low Fat,0.043410693,Starchy Foods,39.4164,OUT018,2009,Medium,Tier 3,Supermarket Type2,154.4656,FD,10,2.486839116719243,1st
FDN58,13.8,Regular,0.056872392,Snack Foods,231.1984,OUT046,1997,Small,Tier 1,Supermarket Type1,5097.3648,FD,22,16.75350724637681,4th
FDV48,9.195,Regular,0.051573903,Baking Goods,79.8644,OUT013,1987,High,Tier 3,Supermarket Type1,785.644,FD,32,8.68563349646547,2nd
FDA15,9.3,Low Fat,0.016113019,Dairy,248.8092,OUT017,2007,Small,Tier 2,Supermarket Type1,5976.2208,FD,12,26.753677419354837,4th
FDI19,15.1,Low Fat,0.052295514,Meat,242.9512,OUT013,1987,High,Tier 3,Supermarket Type1,4847.024,FD,32,16.08948344370861,4th
FDX19,19.1,Low Fat,0.097127867,Fruits and Vegetables,234.4958,OUT018,2009,Medium,Tier 3,Supermarket Type2,1635.8706,FD,10,12.277267015706805,4th
FDO52,11.6,Regular,0.077284566,Frozen Foods,172.4106,OUT049,1999,Medium,Tier 1,Supermarket Type1,4277.765,FD,20,14.862982758620689,3rd
NCO05,7.27,Non Edible,0.046653872,Health and Hygiene,98.6384,OUT045,2002,Small,Tier 2,Supermarket Type1,1970.768,NC,17,13.567867950481432,2nd
NCP17,19.35,Non Edible,0.02775746,Health and Hygiene,62.5168,OUT049,1999,Medium,Tier 1,Supermarket Type1,1534.0032,NC,20,3.230842377260982,1st
FDK56,9.695,Low Fat,0.07048184085069402,Fruits and Vegetables,186.7898,OUT010,1998,Small,Tier 3,Grocery Store,561.2694,FD,21,19.26661165549252,3rd
NCG43,20.2,Non Edible,0.07048184085069402,Household,94.1462,OUT046,1997,Small,Tier 1,Supermarket Type1,832.9158,NC,22,4.66070297029703,2nd
DRM59,12.857645184135976,Low Fat,0.003574698,Hard Drinks,154.6998,OUT027,1985,Medium,Tier 3,Supermarket Type3,3229.7958,DR,34,12.031736588195152,3rd
FDA47,10.5,Regular,0.11733375,Baking Goods,164.121,OUT017,2007,Small,Tier 2,Supermarket Type1,2773.057,FD,12,15.630571428571429,3rd
FDY20,12.5,Regular,0.081684728,Fruits and Vegetables,92.3488,OUT013,1987,High,Tier 3,Supermarket Type1,1177.1344,FD,32,7.387904,2nd
FDZ22,12.857645184135976,Low Fat,0.079261744,Snack Foods,81.825,OUT019,1985,Small,Tier 1,Grocery Store,83.225,FD,34,6.3639180291704855,2nd
FDB52,17.75,Low Fat,0.030410273,Dairy,256.0672,OUT013,1987,High,Tier 3,Supermarket Type1,2045.3376,FD,32,14.426321126760564,4th
NCS29,9.0,Non Edible,0.069938838,Health and Hygiene,264.8884,OUT017,2007,Small,Tier 2,Supermarket Type1,2914.8724,NC,12,29.432044444444443,4th
DRC12,17.85,Low Fat,0.037885683,Soft Drinks,190.4188,OUT049,1999,Medium,Tier 1,Supermarket Type1,952.094,DR,20,10.667719887955181,3rd
FDP13,12.857645184135976,Regular,0.235183205,Canned,41.548,OUT019,1985,Small,Tier 1,Grocery Store,79.896,FD,34,3.231384861301257,1st
DRF23,4.61,Low Fat,0.123151947,Hard Drinks,175.2396,OUT018,2009,Medium,Tier 3,Supermarket Type2,2093.2752,DR,10,38.0129284164859,3rd
FDB56,8.75,Regular,0.074565098,Fruits and Vegetables,186.8556,OUT013,1987,High,Tier 3,Supermarket Type1,7322.4684,FD,32,21.354925714285717,3rd
FDQ47,7.155,Regular,0.169137707,Breads,35.2874,OUT017,2007,Small,Tier 2,Supermarket Type1,388.1614,FD,12,4.931851851851851,1st
FDY39,12.857645184135976,Regular,0.07048184085069402,Meat,182.0608,OUT027,1985,Medium,Tier 3,Supermarket Type3,7717.9536,FD,34,14.159731225483677,3rd
FDY36,12.3,Low Fat,0.009429612,Baking Goods,71.338,OUT045,2002,Small,Tier 2,Supermarket Type1,1098.57,FD,17,5.799837398373983,2nd
NCM17,7.93,Non Edible,0.071076672,Health and Hygiene,44.9086,OUT013,1987,High,Tier 3,Supermarket Type1,802.9548,NC,32,5.66312736443884,1st
DRN35,8.01,Low Fat,0.070234306,Hard Drinks,34.9532,OUT035,2004,Small,Tier 2,Supermarket Type1,539.298,DR,15,4.363695380774033,1st
FDK22,9.8,Low Fat,0.043663452,Snack Foods,217.185,OUT010,1998,Small,Tier 3,Grocery Store,432.77,FD,21,22.16173469387755,4th
FDI07,12.857645184135976,Regular,0.059110912,Meat,199.3426,OUT019,1985,Small,Tier 1,Grocery Store,395.4852,FD,34,15.50381871215057,3rd
DRK37,5.0,Low Fat,0.07048184085069402,Soft Drinks,190.453,OUT010,1998,Small,Tier 3,Grocery Store,379.506,DR,21,38.0906,3rd
NCP05,19.6,Non Edible,0.042324556,Health and Hygiene,150.9024,OUT010,1998,Small,Tier 3,Grocery Store,303.6048,NC,21,7.699102040816326,3rd
NCD42,16.5,Non Edible,0.012657494,Health and Hygiene,36.3506,OUT049,1999,Medium,Tier 1,Supermarket Type1,872.8638,NC,20,2.2030666666666665,1st
FDW11,12.6,Low Fat,0.048857925,Breads,61.0194,OUT049,1999,Medium,Tier 1,Supermarket Type1,1052.6298,FD,20,4.842809523809524,1st
FDI14,14.1,Low Fat,0.090185027,Canned,140.2496,OUT017,2007,Small,Tier 2,Supermarket Type1,2681.8424,FD,12,9.946780141843972,3rd
NCY42,6.38,Non Edible,0.015186146,Household,144.947,OUT049,1999,Medium,Tier 1,Supermarket Type1,3435.528,NC,20,22.71896551724138,3rd
FDV26,20.25,Regular,0.07048184085069402,Dairy,194.2794,OUT049,1999,Medium,Tier 1,Supermarket Type1,4291.7468,FD,20,9.594044444444444,3rd
FDX15,12.857645184135976,Low Fat,0.155541973,Meat,159.7578,OUT027,1985,Medium,Tier 3,Supermarket Type3,641.8312,FD,34,12.425121218705929,3rd
NCG07,12.3,Non Edible,0.052502049,Household,190.853,OUT046,1997,Small,Tier 1,Supermarket Type1,4364.319,NC,22,15.51650406504065,3rd
FDC44,15.6,Low Fat,0.172596885,Fruits and Vegetables,114.8518,OUT046,1997,Small,Tier 1,Supermarket Type1,2163.1842,FD,22,7.362294871794872,2nd
FDC47,15.0,Low Fat,0.118868155,Snack Foods,229.4694,OUT035,2004,Small,Tier 2,Supermarket Type1,5937.6044,FD,15,15.29796,4th
NCK53,11.6,Non Edible,0.037639672,Health and Hygiene,98.4042,OUT049,1999,Medium,Tier 1,Supermarket Type1,1388.8588,NC,20,8.483120689655173,2nd
FDY49,12.857645184135976,Regular,0.021031586,Canned,164.7184,OUT019,1985,Small,Tier 1,Grocery Store,495.3552,FD,34,12.810930589625611,3rd
NCM07,12.857645184135976,Non Edible,0.069968018,Others,83.9908,OUT019,1985,Small,Tier 1,Grocery Store,167.7816,NC,34,6.532362559174486,2nd
FDR47,17.85,Low Fat,0.087963415,Breads,193.3794,OUT017,2007,Small,Tier 2,Supermarket Type1,4291.7468,FD,12,10.833579831932772,3rd
FDS59,14.8,Regular,0.043885147,Breads,108.757,OUT035,2004,Small,Tier 2,Supermarket Type1,1867.569,FD,15,7.348445945945946,2nd
DRK47,7.905,Low Fat,0.064163983,Hard Drinks,229.9694,OUT049,1999,Medium,Tier 1,Supermarket Type1,4567.388,DR,20,29.091638203668563,4th
FDZ27,12.857645184135976,Low Fat,0.07048184085069402,Dairy,51.235,OUT019,1985,Small,Tier 1,Grocery Store,49.935,FD,34,3.9847887592367837,1st
FDE36,12.857645184135976,Regular,0.07048184085069402,Baking Goods,165.5868,OUT027,1985,Medium,Tier 3,Supermarket Type3,5404.9644,FD,34,12.8784701730846,3rd
FDM51,11.8,Regular,0.02592132,Meat,101.9674,OUT035,2004,Small,Tier 2,Supermarket Type1,1731.7458,FD,15,8.641305084745762,2nd
FDY48,14.0,Low Fat,0.023734872,Baking Goods,103.2332,OUT046,1997,Small,Tier 1,Supermarket Type1,1845.5976,FD,22,7.3738,2nd
FDA35,14.85,Regular,0.053921264,Baking Goods,123.0072,OUT049,1999,Medium,Tier 1,Supermarket Type1,1960.1152,FD,20,8.28331313131313,2nd
NCL31,7.39,Non Edible,0.120770963,Others,143.447,OUT018,2009,Medium,Tier 3,Supermarket Type2,2290.352,NC,10,19.410960757780785,3rd
FDC47,15.0,Low Fat,0.118791698,Snack Foods,229.9694,OUT013,1987,High,Tier 3,Supermarket Type1,4339.0186,FD,32,15.331293333333333,4th
FDI26,12.857645184135976,Low Fat,0.034717799,Canned,179.4344,OUT027,1985,Medium,Tier 3,Supermarket Type3,6066.7696,FD,34,13.955463650637197,3rd
FDQ16,19.7,Low Fat,0.041823046,Frozen Foods,108.0912,OUT045,2002,Small,Tier 2,Supermarket Type1,1965.4416,FD,17,5.486862944162437,2nd
FDK15,10.8,Low Fat,0.164724567,Meat,98.4042,OUT010,1998,Small,Tier 3,Grocery Store,99.2042,FD,21,9.1115,2nd
NCO53,12.857645184135976,Non Edible,0.174336148,Health and Hygiene,184.0608,OUT027,1985,Medium,Tier 3,Supermarket Type3,6431.628,NC,34,14.315280703740212,3rd
FDG12,12.857645184135976,Regular,0.006295472,Baking Goods,122.4098,OUT027,1985,Medium,Tier 3,Supermarket Type3,3735.8038,FD,34,9.520390261743396,2nd
FDU28,12.857645184135976,Regular,0.093463546,Frozen Foods,189.1214,OUT027,1985,Medium,Tier 3,Supermarket Type3,2261.0568,FD,34,14.708867548572723,3rd
FDI20,12.857645184135976,Low Fat,0.067520165,Fruits and Vegetables,211.3586,OUT019,1985,Small,Tier 1,Grocery Store,422.1172,FD,34,16.43835997751583,4th
DRN37,9.6,Low Fat,0.161182103,Soft Drinks,165.3158,OUT010,1998,Small,Tier 3,Grocery Store,334.2316,DR,21,17.220395833333335,3rd
FDD28,10.695,Low Fat,0.053296868,Frozen Foods,59.6904,OUT046,1997,Small,Tier 1,Supermarket Type1,937.4464,FD,22,5.581150070126227,1st
FDP31,21.1,Regular,0.161474419,Fruits and Vegetables,62.9168,OUT035,2004,Small,Tier 2,Supermarket Type1,1086.5856,FD,15,2.9818388625592416,1st
DRD27,12.857645184135976,Low Fat,0.041740624,Dairy,98.3042,OUT019,1985,Small,Tier 1,Grocery Store,198.4084,DR,34,7.64558351021303,2nd
DRF01,12.857645184135976,Low Fat,0.306542848,Soft Drinks,147.3102,OUT019,1985,Small,Tier 1,Grocery Store,291.6204,DR,34,11.457012375932907,3rd
DRD25,6.135,Low Fat,0.079293753,Soft Drinks,111.286,OUT018,2009,Medium,Tier 3,Supermarket Type2,2263.72,DR,10,18.13952730236349,2nd
FDD53,16.2,Low Fat,0.044472637,Frozen Foods,43.3454,OUT017,2007,Small,Tier 2,Supermarket Type1,922.7988,FD,12,2.675641975308642,1st
FDQ24,15.7,Low Fat,0.073816097,Baking Goods,253.4724,OUT045,2002,Small,Tier 2,Supermarket Type1,2013.3792,FD,17,16.144738853503185,4th
FDY49,17.2,Regular,0.012080016,Canned,164.4184,OUT017,2007,Small,Tier 2,Supermarket Type1,2641.8944,FD,12,9.55920930232558,3rd
NCP18,12.15,Non Edible,0.02859825,Household,150.4708,OUT046,1997,Small,Tier 1,Supermarket Type1,2257.062,NC,22,12.384427983539094,3rd
FDT07,12.857645184135976,Regular,0.076944658,Fruits and Vegetables,257.133,OUT027,1985,Medium,Tier 3,Supermarket Type3,7433.657,FD,34,19.9984519962688,4th
FDG46,8.63,Regular,0.055084019,Snack Foods,114.7518,OUT010,1998,Small,Tier 3,Grocery Store,455.4072,FD,21,13.296848203939744,2nd
FDH50,15.0,Regular,0.162093059,Canned,182.5266,OUT018,2009,Medium,Tier 3,Supermarket Type2,1290.9862,FD,10,12.16844,3rd
FDS40,12.857645184135976,Low Fat,0.024546148,Frozen Foods,34.619,OUT019,1985,Small,Tier 1,Grocery Store,36.619,FD,34,2.6924836938814916,1st
FDZ60,12.857645184135976,Low Fat,0.118783796,Baking Goods,108.5596,OUT027,1985,Medium,Tier 3,Supermarket Type3,1725.7536,FD,34,8.443194569869066,2nd
FDG38,8.975,Regular,0.052836076,Canned,86.6224,OUT045,2002,Small,Tier 2,Supermarket Type1,1619.2256,FD,17,9.651520891364903,2nd
FDG31,12.15,Low Fat,0.037889224,Meat,64.7826,OUT035,2004,Small,Tier 2,Supermarket Type1,904.1564,FD,15,5.331901234567901,1st
FDS39,6.895,Low Fat,0.022587621,Meat,143.7812,OUT017,2007,Small,Tier 2,Supermarket Type1,1994.7368,FD,12,20.852965917331403,3rd
FDL22,12.857645184135976,Low Fat,0.036213953,Snack Foods,92.5488,OUT027,1985,Medium,Tier 3,Supermarket Type3,2625.9152,FD,34,7.1979587766342,2nd
FDQ20,8.325,Low Fat,0.029779207,Fruits and Vegetables,39.3138,OUT035,2004,Small,Tier 2,Supermarket Type1,974.7312,FD,15,4.722378378378379,1st
DRB24,8.785,Low Fat,0.020693619,Soft Drinks,153.1656,OUT017,2007,Small,Tier 2,Supermarket Type1,1853.5872,DR,12,17.434900398406377,3rd
DRI51,12.857645184135976,Low Fat,0.042037073,Dairy,172.6764,OUT027,1985,Medium,Tier 3,Supermarket Type3,6183.9504,DR,34,13.429861963608364,3rd
FDJ60,19.35,Regular,0.062516602,Baking Goods,163.9184,OUT035,2004,Small,Tier 2,Supermarket Type1,3137.2496,FD,15,8.471235142118863,3rd
FDB40,17.5,Regular,0.012620221,Dairy,144.8102,OUT010,1998,Small,Tier 3,Grocery Store,291.6204,FD,21,8.274868571428572,3rd
FDO15,16.75,Regular,0.008615,Meat,72.4038,OUT017,2007,Small,Tier 2,Supermarket Type1,739.038,FD,12,4.322614925373134,2nd
FDI53,8.895,Regular,0.137618927,Frozen Foods,161.5236,OUT035,2004,Small,Tier 2,Supermarket Type1,1772.3596,FD,15,18.15892074198988,3rd
FDZ14,7.71,Regular,0.047588696,Dairy,122.4756,OUT046,1997,Small,Tier 1,Supermarket Type1,605.878,FD,22,15.885291828793774,2nd
NCD54,12.857645184135976,Non Edible,0.050790917,Household,142.7786,OUT019,1985,Small,Tier 1,Grocery Store,144.4786,NC,34,11.10456836809925,3rd
FDF28,15.7,Regular,0.037864721,Frozen Foods,124.1046,OUT046,1997,Small,Tier 1,Supermarket Type1,1120.5414,FD,22,7.904751592356688,2nd
FDD39,16.7,Low Fat,0.070551723,Dairy,217.685,OUT017,2007,Small,Tier 2,Supermarket Type1,2163.85,FD,12,13.035029940119761,4th
